price,index
477600,9331
477600 Count,1
477300,4395
477300,5430
477300,8303
477300 Count,3
477200,2647
477200 Count,1
477100,7016
477100,8560
477100 Count,2
476900,1640
476900 Count,1
476700,13518
476700 Count,1
476400,10582
476400 Count,1
476300,2181
476300 Count,1
475800,11449
475800 Count,1
475000,1093
475000,1550
475000,1619
475000,2186
475000,3716
475000,7281
475000,16752
475000,19035
475000 Count,8
474700,10639
474700 Count,1
474600,1387
474600,2554
474600 Count,2
474300,3771
474300,7059
474300 Count,2
474100,3809
474100 Count,1
474000,19053
474000 Count,1
473500,2115
473500 Count,1
473400,10777
473400 Count,1
473000,7332
473000 Count,1
472800,20105
472800 Count,1
472700,4738
472700,7060
472700,7075
472700 Count,3
472200,2649
472200 Count,1
472100,7007
472100 Count,1
472000,7387
472000 Count,1
471600,516
471600 Count,1
471400,1603
471400,18547
471400 Count,2
471300,8332
471300 Count,1
470800,7279
470800,7320
470800,13611
470800 Count,3
470500,1361
470500 Count,1
470000,2063
470000,3798
470000,7063
470000 Count,3
469900,18480
469900,20091
469900 Count,2
469800,7079
469800 Count,1
469400,1041
469400 Count,1
469100,5415
469100 Count,1
468800,1359
468800,1583
468800,3332
468800 Count,3
468000,18471
468000 Count,1
467700,10866
467700 Count,1
467600,3126
467600,7729
467600,19091
467600 Count,3
466900,19903
466900 Count,1
466700,1547
466700,4557
466700,18914
466700,18945
466700 Count,4
466400,8218
466400 Count,1
466100,513
466100 Count,1
465800,2820
465800,18475
465800 Count,2
465700,4491
465700 Count,1
465600,9247
465600 Count,1
465000,2110
465000 Count,1
464600,19976
464600,20098
464600 Count,2
464300,18146
464300 Count,1
463800,9930
463800 Count,1
463700,2144
463700 Count,1
463600,4496
463600 Count,1
463500,1399
463500,18351
463500 Count,2
462900,7321
462900 Count,1
462800,9212
462800 Count,1
462700,4955
462700 Count,1
462200,4728
462200 Count,1
461600,18575
461600 Count,1
461500,18344
461500 Count,1
461400,2386
461400 Count,1
461300,4439
461300,7866
461300 Count,2
461200,2137
461200 Count,1
461100,7327
461100 Count,1
460400,7022
460400 Count,1
460200,2054
460200 Count,1
460100,7892
460100 Count,1
460000,1402
460000,1581
460000,4432
460000 Count,3
459600,7741
459600,18582
459600 Count,2
459200,10776
459200,19913
459200 Count,2
458600,4522
458600,9910
458600 Count,2
458500,8334
458500,19980
458500 Count,2
458300,1388
458300,1513
458300,18368
458300 Count,3
457800,515
457800,1927
457800 Count,2
457700,19912
457700 Count,1
457500,2114
457500 Count,1
457400,4730
457400 Count,1
457300,3102
457300,3139
457300 Count,2
457200,19985
457200,20050
457200 Count,2
457100,18568
457100 Count,1
456900,3766
456900,8582
456900 Count,2
456600,4616
456600 Count,1
456500,10339
456500 Count,1
456300,491
456300,4618
456300,20140
456300 Count,3
456200,7331
456200 Count,1
456100,7057
456100 Count,1
455900,1642
455900 Count,1
455500,10628
455500 Count,1
455400,1683
455400,13447
455400 Count,2
455300,1054
455300 Count,1
455000,8307
455000 Count,1
454800,13556
454800 Count,1
454400,2658
454400 Count,1
454300,7891
454300 Count,1
454100,1076
454100,8083
454100 Count,2
453800,5563
453800,8069
453800 Count,2
453700,7058
453700 Count,1
453600,6334
453600 Count,1
453400,1398
453400,3770
453400 Count,2
453100,19978
453100 Count,1
452800,18476
452800,19300
452800 Count,2
452600,0
452600,18981
452600 Count,2
452300,6335
452300 Count,1
452100,8191
452100,11270
452100,11322
452100 Count,3
451800,10676
451800 Count,1
451700,1329
451700 Count,1
451500,13270
451500 Count,1
451400,10686
451400,13273
451400 Count,2
451300,2143
451300,8545
451300,20052
451300 Count,3
451100,2335
451100 Count,1
450800,5275
450800 Count,1
450700,2555
450700,3089
450700,8306
450700 Count,3
450400,2401
450400,8265
450400,19466
450400 Count,3
450000,1507
450000,1512
450000,1526
450000,1589
450000,1633
450000,1646
450000,1728
450000,3339
450000,3697
450000,3750
450000,3759
450000,3791
450000,4500
450000,4579
450000,4898
450000,7223
450000,7278
450000,7305
450000,7315
450000,7418
450000,8158
450000,8190
450000,8196
450000,10746
450000,11463
450000,13559
450000,17266
450000,18465
450000,18513
450000,19021
450000,19865
450000,19904
450000,19917
450000,20146
450000,20596
450000,20635
450000,20638
450000 Count,37
448300,15081
448300 Count,1
448100,7393
448100 Count,1
447700,18551
447700 Count,1
447400,3127
447400,7974
447400 Count,2
447300,10691
447300 Count,1
447100,13511
447100 Count,1
446900,1941
446900 Count,1
446800,4762
446800,7170
446800 Count,2
446700,18142
446700 Count,1
446600,2162
446600,4510
446600,4731
446600 Count,3
446400,15084
446400 Count,1
446200,490
446200,4829
446200 Count,2
446100,4741
446100 Count,1
446000,3788
446000 Count,1
445900,10583
445900 Count,1
445700,13474
445700,19052
445700 Count,2
445600,8225
445600 Count,1
445400,2608
445400 Count,1
445200,13515
445200 Count,1
445000,3695
445000 Count,1
444700,2856
444700 Count,1
444500,5413
444500,20104
444500 Count,2
444400,7319
444400 Count,1
444300,3799
444300 Count,1
444200,18162
444200 Count,1
444100,9771
444100,13561
444100 Count,2
444000,1317
444000 Count,1
443900,5274
443900 Count,1
443800,1042
443800,1987
443800,2146
443800 Count,3
443600,3105
443600,9922
443600 Count,2
443300,1924
443300,20085
443300 Count,2
443000,9908
443000 Count,1
442900,1617
442900,2304
442900,3402
442900 Count,3
442700,18554
442700 Count,1
442500,10594
442500 Count,1
442100,2112
442100,7064
442100,7277
442100,8268
442100 Count,4
442000,1415
442000 Count,1
441900,5557
441900 Count,1
441700,1935
441700,18580
441700 Count,2
441400,1048
441400,18942
441400 Count,2
441100,1383
441100,8314
441100 Count,2
441000,10383
441000 Count,1
440900,2138
440900,3783
440900,3800
440900 Count,3
440500,20396
440500 Count,1
440300,20058
440300 Count,1
440100,4486
440100 Count,1
440000,20209
440000 Count,1
439900,19487
439900 Count,1
439800,3067
439800 Count,1
439300,18335
439300 Count,1
439200,1326
439200,18366
439200 Count,2
439100,7370
439100,8341
439100 Count,2
439000,8546
439000 Count,1
438900,1631
438900 Count,1
438800,1998
438800 Count,1
438500,7390
438500,19665
438500 Count,2
438400,2150
438400,9898
438400 Count,2
438300,3293
438300,3316
438300 Count,2
438100,7024
438100 Count,1
438000,1092
438000,20016
438000 Count,2
437900,18559
437900 Count,1
437500,1703
437500,11934
437500 Count,2
437400,6548
437400,13479
437400 Count,2
437300,13460
437300 Count,1
437100,2139
437100 Count,1
436800,3725
436800 Count,1
436700,7271
436700,10876
436700 Count,2
436600,7951
436600 Count,1
436400,3304
436400,3329
436400,10640
436400 Count,3
436100,9332
436100,10587
436100 Count,2
435900,1299
435900,2006
435900 Count,2
435800,20028
435800 Count,1
435700,1358
435700,1843
435700,3314
435700 Count,3
435200,1364
435200,20022
435200 Count,2
435100,5422
435100,7264
435100 Count,2
435000,17136
435000,18360
435000 Count,2
434800,4617
434800,5349
434800 Count,2
434700,2388
434700,8079
434700,11256
434700 Count,3
434500,1089
434500,7073
434500,10783
434500,18324
434500 Count,4
434400,3313
434400 Count,1
434000,19926
434000 Count,1
433800,3727
433800,19936
433800 Count,2
433300,1059
433300,1323
433300,1497
433300,3309
433300,7392
433300,8184
433300,19672
433300 Count,7
433000,3057
433000 Count,1
432900,2147
432900 Count,1
432800,3682
432800 Count,1
432700,7093
432700 Count,1
432600,10688
432600 Count,1
432500,18330
432500 Count,1
432400,2387
432400,19302
432400 Count,2
432200,20275
432200 Count,1
432100,4615
432100 Count,1
431900,2151
431900 Count,1
431800,1363
431800,2546
431800,5279
431800,8580
431800 Count,4
431600,10687
431600 Count,1
431400,7220
431400,10642
431400 Count,2
431300,20048
431300 Count,1
431000,1872
431000,2288
431000 Count,2
430900,8378
430900,10564
430900,13472
430900 Count,3
430800,7222
430800 Count,1
430600,11461
430600 Count,1
430500,407
430500 Count,1
430300,2003
430300 Count,1
430200,3318
430200,13514
430200 Count,2
430100,10701
430100 Count,1
430000,7085
430000,18447
430000 Count,2
429300,9543
429300 Count,1
429200,18553
429200 Count,1
429100,4742
429100 Count,1
429000,9267
429000,13473
429000 Count,2
428600,2559
428600,20632
428600 Count,2
428500,5062
428500 Count,1
428300,1599
428300 Count,1
427700,11877
427700 Count,1
427600,11258
427600,20066
427600 Count,2
427500,4419
427500 Count,1
427300,1681
427300,4470
427300 Count,2
427200,7097
427200 Count,1
426900,9278
426900,10155
426900 Count,2
426800,1882
426800 Count,1
426500,13513
426500 Count,1
426400,20033
426400 Count,1
426100,1062
426100,8222
426100 Count,2
426000,7609
426000 Count,1
425900,3162
425900,19086
425900 Count,2
425800,11359
425800 Count,1
425500,2152
425500,18168
425500 Count,2
425100,2384
425100 Count,1
425000,1568
425000,1618
425000,2170
425000,3106
425000,3159
425000,4537
425000,7227
425000,7310
425000,9964
425000,10368
425000,20282
425000 Count,11
424600,10151
424600 Count,1
424400,1408
424400 Count,1
424000,3115
424000,3171
424000 Count,2
423900,10684
423900 Count,1
423700,3437
423700 Count,1
423400,11316
423400 Count,1
423300,20570
423300 Count,1
423200,1091
423200,7437
423200 Count,2
423100,1675
423100 Count,1
422900,11351
422900 Count,1
422800,10384
422800 Count,1
422700,7023
422700 Count,1
422500,2007
422500 Count,1
422400,1942
422400,19905
422400,20418
422400 Count,3
422200,18565
422200,19037
422200,19304
422200 Count,3
422000,4607
422000,4729
422000 Count,2
421900,7329
421900 Count,1
421600,3440
421600 Count,1
421300,1940
421300 Count,1
421000,10060
421000 Count,1
420800,1328
420800,4409
420800,4562
420800 Count,3
420600,8009
420600 Count,1
420500,4739
420500 Count,1
420300,1859
420300,19907
420300 Count,2
420200,18362
420200 Count,1
420100,4507
420100 Count,1
420000,1514
420000,3829
420000,4512
420000,10631
420000,20450
420000 Count,5
419900,2635
419900 Count,1
419700,1999
419700 Count,1
419200,9654
419200,20029
419200 Count,2
419100,5414
419100 Count,1
419000,3076
419000 Count,1
418800,1639
418800,4485
418800,11466
418800,18341
418800,18913
418800 Count,5
418600,18169
418600 Count,1
418500,2648
418500 Count,1
418400,1600
418400,9909
418400 Count,2
418300,10784
418300,18394
418300 Count,2
418200,7323
418200 Count,1
417900,2874
417900,3808
417900 Count,2
417800,2047
417800,2145
417800,7169
417800 Count,3
417600,1395
417600,3734
417600,19789
417600 Count,3
417500,406
417500,19069
417500 Count,2
417300,1997
417300 Count,1
417100,18481
417100 Count,1
417000,7898
417000,10645
417000,20025
417000 Count,3
416900,1876
416900,13510
416900 Count,2
416800,7199
416800 Count,1
416700,1920
416700,3423
416700,10342
416700,15714
416700,18367
416700 Count,5
416500,1078
416500,10685
416500 Count,2
416300,10638
416300,10868
416300 Count,2
416100,4688
416100 Count,1
415900,5270
415900 Count,1
415800,10600
415800 Count,1
415600,9919
415600 Count,1
415300,424
415300,7886
415300 Count,2
415000,19965
415000 Count,1
414800,5398
414800,13476
414800,20032
414800 Count,3
414700,2104
414700,7200
414700,8379
414700,20636
414700 Count,4
414600,1943
414600 Count,1
414400,1404
414400 Count,1
414300,1344
414300,1842
414300,2855
414300,4539
414300 Count,4
414100,4498
414100 Count,1
414000,18541
414000 Count,1
413900,20179
413900 Count,1
413700,7909
413700 Count,1
413500,10562
413500 Count,1
413100,1403
413100 Count,1
413000,7328
413000,19977
413000 Count,2
412700,3441
412700 Count,1
412600,10867
412600 Count,1
412500,577
412500,1500
412500,1597
412500,1635
412500,2048
412500,3702
412500,4429
412500,4509
412500,4540
412500 Count,9
412300,10668
412300 Count,1
412000,19901
412000 Count,1
411900,10702
411900 Count,1
411800,7722
411800 Count,1
411600,18584
411600 Count,1
411500,128
411500 Count,1
411300,10648
411300,19473
411300,20127
411300 Count,3
411200,4614
411200,10720
411200,19979
411200 Count,3
411100,3764
411100 Count,1
410800,11314
410800,19932
410800 Count,2
410700,3315
410700,11310
410700 Count,2
410500,1371
410500,7902
410500 Count,2
410400,8262
410400,13444
410400 Count,2
410300,155
410300,18370
410300 Count,2
410200,2049
410200,7885
410200 Count,2
410000,3720
410000,4402
410000,7142
410000,19027
410000 Count,4
409900,3082
409900 Count,1
409800,4418
409800,4735
409800,18140
409800 Count,3
409700,1719
409700,10697
409700,19305
409700 Count,3
409600,3179
409600 Count,1
409300,20092
409300,20507
409300 Count,2
409100,10647
409100 Count,1
409000,3066
409000 Count,1
408500,13478
408500,18581
408500 Count,2
408300,18339
408300,18555
408300 Count,2
407800,18478
407800 Count,1
407500,2656
407500 Count,1
407200,2105
407200,19975
407200 Count,2
407000,7389
407000,8331
407000 Count,2
406900,18343
406900 Count,1
406800,10704
406800 Count,1
406700,15598
406700 Count,1
406500,1055
406500,1848
406500 Count,2
406300,2153
406300,18163
406300,19038
406300 Count,3
406200,4746
406200,19083
406200,19673
406200 Count,3
405900,2173
405900,10779
405900 Count,2
405800,4488
405800,7588
405800,14909
405800 Count,3
405600,3765
405600 Count,1
405500,1365
405500 Count,1
405400,552
405400,1680
405400,7333
405400,10563
405400 Count,4
405200,19031
405200,19635
405200 Count,2
405100,3325
405100,19902
405100 Count,2
405000,10580
405000,20047
405000 Count,2
404800,2182
404800,10662
404800 Count,2
404700,1944
404700,11373
404700,20320
404700 Count,3
404500,3699
404500,19307
404500,19474
404500 Count,3
404300,1086
404300,20509
404300 Count,2
404000,2002
404000 Count,1
403700,5566
403700 Count,1
403400,2379
403400 Count,1
403300,14756
403300 Count,1
403000,10705
403000 Count,1
402900,1394
402900,1938
402900,4830
402900,18516
402900 Count,4
402600,1074
402600,20281
402600 Count,2
402500,2171
402500,4954
402500,6715
402500 Count,3
402400,1407
402400 Count,1
402300,10919
402300 Count,1
402200,8001
402200 Count,1
401900,11369
401900,18144
401900 Count,2
401800,1090
