Id,Price
10694,110940.31652230649
2691,177226.49932120697
2983,215410.17146112327
13563,420859.94195557816
10747,218018.32234104208
1721,208130.29513658877
2789,286523.92106125766
7214,259977.7711147959
8659,229711.9568370126
5107,312425.3726989159
3843,250428.01046721629
14610,378396.0769507249
15505,164105.14225031622
5060,279343.8869975938
16055,267743.8299293404
14963,199443.14153392462
4118,140226.3223131648
1672,201944.0190295032
3209,178423.5358992811
16515,142257.30292399973
973,173558.33807192426
12529,183573.60578889996
5896,116352.36717948511
5450,294761.45588897145
3249,174317.53642966534
8911,173989.01170115452
5898,225625.84361489236
1024,176881.87946915108
4766,210549.19163999902
15804,184936.6259371882
14303,178879.97455667422
10707,194242.5008532459
6605,206996.06070651018
1138,478002.2513361551
14088,419904.93978494947
9154,180435.2855581857
8190,205660.09377147086
398,265397.1313848529
13302,285010.7895749899
9696,169206.99670567186
16786,122695.16307813475
16230,198504.42936575244
6552,175233.58072712415
923,223276.3307603347
9602,308410.11543885287
5857,282823.93981113675
8120,164989.35683682264
7134,181016.62988713675
11726,177428.77203249323
8069,117655.553386644
12420,174005.01615840272
8604,196635.81594802398
4854,288507.94497189135
12212,186562.3844717418
12099,401019.05767786584
3882,355719.1429863111
6995,348839.78843410686
10172,221805.6311258407
11672,322284.0465675923
12897,304669.9108440621
16097,220258.63777858063
6779,282774.84132442006
11199,183013.65448291463
10816,349094.19917602174
143,439397.4308112171
5399,277629.8292521031
3286,149214.09697663484
13706,152567.06387040846
1935,398545.52414340986
16000,212888.62836008382
2860,203421.57736627973
11407,198375.28748467658
16378,288785.4403404529
12278,178469.13435866058
3842,193116.60521735548
2692,341226.4123372388
7699,188392.06362769438
6825,282183.3517002334
7268,244364.48268081405
1477,371007.876773744
9887,192466.2452111434
9436,187523.694545517
3179,234403.72931673873
1350,439824.5267633083
10643,198912.8208829588
5793,257084.0858346057
11494,391588.33743459056
4206,190356.53188422357
12419,238975.221332481
8530,224475.57662218867
5985,176810.47028616126
8908,194478.55806498977
256,123625.05296870675
7234,176866.19411307463
5648,217826.07378606743
3014,213864.26354138475
2184,184067.75812818404
9189,289358.59366265096
14884,189380.96353380772
10333,164831.090524512
15896,136967.24116988012
13269,156503.82141757826
8603,194634.2922296475
15087,167926.1645131846
4344,187988.22635048736
7981,72940.36819429972
10908,221204.70702247883
6190,161556.6881465354
11742,212601.83535667136
9224,145847.82691890417
14667,211633.00516065367
458,184218.11965692148
2464,322747.98156947637
12320,242430.49951211805
278,192818.23621528977
2912,210653.26433852632
6698,209110.85895108298
4510,118662.7245498289
4183,184648.67242652143
5551,223042.3969516788
12187,190981.3085765175
7948,225812.1257497783
10808,184681.8075091863
12432,188361.66579315643
5356,178852.80082919516
8984,536527.942362654
9203,185159.86284982943
15412,81329.73156607462
12041,134740.77731011025
7644,251770.33387127655
7071,191704.90469457023
10685,174264.40307868487
6763,331513.11287577415
940,145001.8366611867
14959,200374.01620859568
1338,152831.79495907022
5351,131205.1741027816
6524,189204.15908220247
12516,153520.45289259343
3288,258292.14378200728
3146,238046.53362049576
3954,182686.55213252438
11955,158648.61814097004
1211,198193.39466298954
15668,205798.63659023942
1320,81230.12259891657
9108,161804.01489885143
16482,396242.5394858013
5017,145528.96153685954
8290,210798.30639642893
4304,428174.02439639875
1930,219310.96324461084
12530,170978.2318441595
11295,348494.47045462613
3002,150562.47832622987
15483,165557.41870573338
11525,196846.24387590704
13978,122817.62870210163
4885,159626.6194173217
8325,179461.64146668036
3630,130618.57025623147
9165,169077.08781555065
13945,253562.31976306761
10663,190490.0467191272
14803,178633.41941170755
7621,167853.05946210164
8205,231932.99865257344
10387,206867.60242345845
5457,151670.78875235436
10234,374787.50086516165
6251,173888.95265083417
701,276091.41510102985
7930,179790.2965854072
15028,142321.56246737114
12172,80052.22624997952
5805,165798.7925298615
7411,308640.55091043486
14806,160633.38089736275
7890,166516.80109715916
10440,172531.44241708395
14926,160090.25969221673
5381,146630.56303545512
3800,391447.0108720392
10511,227020.1735448398
9324,235869.6843244681
3313,238773.10203849062
7351,147989.35903870806
8459,188015.32250089606
9957,129243.08403203823
12024,163764.54390480032
4380,239027.06182858205
5042,130144.38361974992
13289,151199.77520471203
13407,361540.4349604741
13258,148432.9286741896
15993,299549.38205715077
12525,187572.38407289557
4062,238865.7398268202
12065,255114.67431349293
8227,180257.15722783844
11333,170630.8649890322
2867,133466.83077531247
3319,260806.14136953148
3523,322712.69400136557
7055,201172.09136613685
14930,183371.98116878385
3444,129251.17469102603
2940,336134.00129024556
6935,396559.5773088916
16116,404975.3475206036
13370,253130.72162713163
6103,223464.9137081575
7446,182436.29260690603
1859,178236.67579050997
4079,180827.87768258926
3228,179140.23396749352
9665,164822.0647430572
15957,424559.37774799793
11533,211666.5227996067
2314,122131.1755284358
4096,193793.94049327192
13437,172582.17014782655
5980,195933.7140732532
2008,168116.902054272
6754,189472.44194044766
4129,159929.33483909062
14557,254541.71847766143
7096,322649.7500193106
14297,248230.14714090177
3967,222351.60666570306
16485,104564.22844516014
13075,315605.4675410704
14289,190916.12479393987
10988,163995.05158638235
3230,152643.93730621933
13250,165214.26467395204
2559,171134.00402729027
7739,348971.62736909295
7213,169786.3600290434
6639,216657.5151611195
3164,317943.36228594795
15207,174848.20504718777
5113,185575.2341119679
3929,134607.53983584422
14493,235431.77496771686
11110,184183.20284690656
2033,199703.3112860101
16057,206186.7689261448
16709,230733.00989524167
14313,160148.54564321114
1028,285578.8625081129
7187,103997.5787058536
3738,349132.8123522634
9869,326455.49825831933
12644,196888.466854654
3686,125244.01234019
9196,259078.50261934043
12326,205542.24418522322
4936,217933.3854073117
13314,174214.374478606
9857,309664.4788069679
519,208720.418599435
8410,179634.3213818323
1720,177999.47569998165
10341,240912.9019208277
14415,175102.54403824802
10613,319825.075470723
8027,214268.12502959423
15539,266199.6718353435
7431,269067.9610915696
1370,139371.84139356946
12708,148590.09767915384
2250,210820.52070774164
14758,144478.4233976588
8525,331062.5471644187
1538,311572.64314172254
1142,137291.59952444758
1152,233197.67726299516
9802,185853.46453587955
3331,328071.9267784677
15203,188531.33136993556
4247,170656.44143159263
1976,468706.3500484313
2346,177678.20730849207
10078,249547.85140643566
1938,219305.01508447438
7819,189699.10914880026
2168,243383.5590193976
15634,217670.8759977134
8465,243772.8670079665
9313,152761.67913063944
6539,132855.97779348318
6325,104796.42388569994
13442,278176.0865234658
9967,224160.64677325168
7893,275926.44818600494
2861,193000.2657945574
11031,349415.2798137509
15073,129272.27704822879
13837,157865.33581115876
2524,233410.47422020257
8617,217033.0947632959
13513,174704.24224619323
3081,211311.8645736907
10675,280120.705596241
1907,92049.87960784056
4872,243591.88235621154
16274,344743.16473825456
11837,244353.926944394
16577,264128.81478592585
5231,309067.4410426604
11315,206724.74338589088
273,206608.7728222676
8363,204536.25155497703
4255,207540.4088512252
16330,245266.18967992236
11528,180911.8087430755
14799,270462.81014709215
1611,300475.09661136125
9234,182732.19988213215
1633,107885.48257304431
6791,250830.80600639738
11567,445763.31124925165
3070,216361.3935578363
12094,239122.39842417545
14335,370619.213818849
137,168860.6685617251
7182,151252.01069236518
11718,185778.24671672727
5194,100946.28987712308
97,371158.0915833871
5118,454957.98487088695
13920,282185.3972323764
9952,181770.80968358033
15337,201500.19040441944
10243,216480.65176542778
4048,376506.0816250308
171,222332.22788746597
11378,168507.07942194593
14190,170547.35499579262
15265,146340.28757165288
2740,144251.09610445477
5573,258251.64056999318
4481,214504.80574468794
2631,149959.00226675541
4984,254743.54144299126
16466,181678.12829654088
16716,119951.38593237282
15325,179317.6420226329
10115,183749.13969069428
117,399278.8705811441
5476,109581.04671693272
11757,178564.0435644826
12359,116890.39680808803
15546,187088.52136716517
8133,151419.367081419
9018,323672.977811577
2075,168669.4991413707
11170,278891.8148025195
15733,216073.43137029448
9280,136902.45374193497
10734,318080.85508632904
14071,157749.87007087577
7373,224265.82245607366
14736,173915.46244742657
3458,117594.73592344845
6183,168650.45347365405
7825,235426.88623802701
16775,173057.08912706425
5717,178220.64630577792
12397,142007.90035521565
8189,525215.9397921765
4423,218444.80980275155
3994,135604.48800535974
10342,198544.28717762005
10051,174415.7346793687
9453,145544.50013547
12593,493578.31184075907
1274,89449.53605152653
6933,310830.1263817644
1761,149123.49790027988
7157,341038.0116262864
15169,141535.4470558739
6792,386600.85175309307
13830,166990.89350408086
7240,176247.01499153205
3051,259596.42821623536
6550,115063.45864966292
4603,193182.0983369916
5729,151068.36454296648
13473,333154.841432379
15104,140808.39905038066
6599,394531.2368104627
2216,339481.5540688485
8721,281763.64945929823
3645,203616.90465853285
8664,209681.67920344375
11001,194073.39514146018
753,163013.53224676635
8129,235990.11155837597
15235,179881.45477621083
3359,201947.702306286
10424,260906.60770559413
10226,226165.97345631913
9252,169949.2001807675
3008,252334.03308855987
5849,177956.6209560592
8494,190155.8409217016
6764,358168.8342226206
12445,322160.7489676975
11716,185671.3043118425
4508,113655.91506417973
5669,205030.96831003163
11427,110556.75943796808
11065,192776.1410219792
8910,209872.1782792276
16401,97351.45129717958
11913,153767.05017189027
6221,217072.7994502124
10839,196676.40987158904
2809,208453.1908181677
13311,159581.48297789702
6866,188569.34560935377
6019,168097.1864319477
3024,176279.20096393646
1391,221514.47963862427
15904,199858.74921952153
15858,297215.5649785693
9911,246117.65665522276
16579,195691.47610971588
4394,275255.8677582503
1468,472664.3985019877
12965,152053.804994218
2249,171030.2323996188
14384,151021.7770978208
13040,123047.81517572125
8872,136348.06943740678
12864,254744.3398442311
15712,155472.49548437263
14049,167556.1790517742
1840,111185.5614960461
12019,180682.63657863
8948,166855.7222387864
15154,199573.116545802
6943,147476.0567481581
12564,394202.5134953592
12766,165742.797133992
7255,241587.5037398
7962,153329.81219072704
709,141014.65291751892
4634,147248.83067234492
889,244672.5496554079
4774,133620.19452866216
13890,180356.248299343
15431,143200.63985597284
8726,274414.9951777851
10373,143809.9480077183
6413,152961.6177673546
9761,149773.48406590166
15864,158450.82057893873
6147,141971.80801793683
3384,237920.65799849798
320,267753.6928423031
8006,191795.77583061022
14395,180688.66022243167
14976,105418.66216188697
12185,228990.54955043242
4779,139195.711302465
8551,141698.15116500013
9025,282788.55524622166
10616,222834.2998021532
7475,107686.783903999
6341,311847.5222246005
14163,144508.58321441914
2211,190923.43036052198
10532,291923.725841708
14338,140116.18812520555
831,173067.36994322852
3382,176834.96741562785
9209,319511.1236326576
7188,228428.0042098448
7197,220876.147383152
11270,155761.28496983566
15918,91928.21152001957
6937,547964.3097658656
6178,192556.311607775
10668,131707.41072711154
1413,266396.82805795135
6884,349230.5586941503
8266,214973.10242415854
14019,197211.01619696253
16764,149943.85745629016
15306,176379.88485922385
3740,233483.68980947268
5298,198043.5758774935
8319,175234.90830966653
4229,179184.43322357468
13429,180008.41026267188
1753,374933.5512139085
860,257504.99490074455
14219,142641.8327628142
12113,204397.8886299268
11309,125415.19922444127
9930,199016.138654445
10570,213768.07397554565
2839,165846.6799521986
6699,121983.99231416798
16647,118135.44171243897
5325,224261.79087519145
13733,126697.71242922277
7818,310182.93118297274
12505,244393.86791685806
9489,190349.64527492767
10106,196718.2138920269
7864,199877.76048363783
5134,228489.09868586579
11859,146477.49071501123
7440,400705.83676879085
1525,292055.23364904907
7339,185128.9624061024
8,338031.56895036576
3248,119847.70163866603
8995,249036.71040505503
15178,71574.76857929687
8594,160086.9474770684
15770,222568.4108852097
15859,343075.655047256
1735,324538.74869268714
11410,503198.37151544547
16397,160281.88363474846
3572,143899.42375487517
5501,108211.70789114916
969,185884.8635040502
6977,395328.6615535755
1233,174036.16544680114
4258,151809.38521857915
90,328195.9104773697
16650,188842.3667598603
197,102099.46402268166
12514,282165.06477301574
4367,169057.77350400784
3199,178547.77898703294
5600,201089.9502685985
11641,166123.88766978637
14609,126330.48307254154
12775,165382.00563097326
14240,164700.21648542694
7933,212770.1135042154
6945,373532.9897275615
14006,203198.07675536632
6320,257254.45199227222
12061,197192.31199148565
16369,213273.94379354498
16354,363325.5150309518
3970,353714.9053253946
1048,205343.5219870105
3639,212481.66640473253
14448,232624.6506412934
2812,302796.943318393
3932,145327.26917596758
14875,236219.5996900044
8883,118509.65900099471
7622,262898.6056213868
7252,127506.22661221828
9751,177851.3281987239
2378,207504.63218618967
6816,239847.13505859513
15358,201906.12238116897
7843,144843.6957993669
10448,381456.2558643007
7840,303023.7268254594
8880,231811.4485290843
12551,329918.95350027457
15470,197329.27496670463
16207,224008.39963564198
12123,128617.2555024017
15247,229606.6464676886
7481,185740.69768305964
16171,349297.26891966216
7461,326481.76394063176
902,256887.7561826317
13094,165084.0232275621
11584,244579.59122574952
4462,190914.3026695632
15576,146779.5980470172
16606,256796.37175211112
5427,315057.6554657332
7725,179786.66427831294
5409,174791.56719023312
12579,121328.3867815248
12013,243061.45828624326
11321,211326.38577510545
9932,138262.26457683038
591,149416.65508575074
10357,202248.88125782617
3336,246081.6520598056
13,178457.9263455357
4809,223427.1067669916
7555,179288.99004863444
15172,384091.71310505696
6989,149459.5503494598
4707,180347.8384843183
2046,248088.0845193371
6495,123741.12735778611
3873,187886.35972316327
7061,206529.03352215313
12112,231447.1815700817
8917,354549.38939515443
7735,151939.04133433686
16442,215172.0100506043
4244,168076.27505899698
3747,321118.7658739337
11086,160643.59267797903
10080,205385.15267485954
15057,242208.45480546012
1331,184076.35204028565
8891,173909.99328284786
13411,227840.51507037718
16730,212388.89875684562
2267,203673.76045871023
3022,181882.6917576131
11190,215717.97012193815
11857,190374.99720037248
9318,197911.37197163067
16512,167910.42588708494
2053,230176.88062437702
13707,124985.20417499976
12143,152839.90834308282
14080,160606.50735979364
6130,174931.27429757282
7936,89951.58881213501
10101,177049.80118589898
5663,192300.87072720903
14811,126314.76600735275
1366,199088.68888345716
908,206737.214254707
2953,120257.78447792701
14629,143747.01976582874
15096,426121.20298540534
2115,188011.97890175547
11770,169529.7672684016
12701,191957.3155623411
14584,130983.73746528264
1893,426243.18308365764
9501,516105.0473938083
2138,123758.8534081187
9346,209761.14873557634
15960,310215.70046957856
8230,153100.95649807143
13843,220699.57064948347
13810,212899.45737907835
15650,182379.55204287695
9974,141066.26359021192
12200,204994.88702865198
538,216912.08896218237
5334,196343.34390453328
14823,116609.47008690218
4817,169105.61165321484
9041,196183.98883661465
4359,267390.8294660857
4852,298657.28029913624
10141,146443.7268291825
1503,191473.1741655631
16256,416583.21632818796
683,119975.63674880467
14382,192250.29464303126
7248,205022.2128354641
1200,170487.99954700912
3563,163782.48974718773
3681,397047.3277306333
3053,257188.4051112682
4099,217307.54465481243
807,124090.1742988212
4658,315120.1581467854
3535,180028.2171113838
12548,155358.07026783767
10488,189849.9735320083
5851,136612.60613852012
13736,246163.6635808055
875,166058.74629930177
14449,150563.34487616515
3958,335477.60704968835
10727,173756.0438755067
11296,138845.3239899664
13646,265242.0152115242
9599,225824.5829696074
7135,275664.91725345014
5943,339497.8538336891
2695,282544.08834098186
6766,223951.73897746054
5630,167522.89039225774
13586,213320.24444900276
3507,459425.62479483266
10014,132709.5444477376
459,266406.29443898617
3582,212265.7005505148
8560,254825.9210010507
3372,171417.08671131637
13109,252446.4089118768
8160,210940.9246668818
10706,211541.81368376745
9104,331788.61905825534
2870,208542.37563935245
13712,126667.40380213181
13924,135047.95799321082
798,247645.90101807434
9750,403214.25582090416
16248,370378.58232233505
3170,176969.06517297868
12700,217228.3927238061
10601,147823.63546547247
514,206861.12736914412
4010,291709.37188895774
8124,150010.53321368678
10800,187711.81761359228
13628,202427.60988589175
11637,152311.7718333292
781,163675.87420627338
16156,194473.3865095984
12618,262854.14789318555
9766,175687.54901853227
15987,268342.4190693699
11051,331641.8879931647
7673,196341.33935177364
1245,348188.9912967202
2443,149158.87915038771
7413,70770.082779908
310,149036.67591892392
10921,223644.00038073625
8709,93059.57802036118
12404,324312.6468269605
14986,217164.684599795
10714,347878.96177268156
14286,219566.57837994635
13828,356649.79347889265
8926,437537.3509909822
12233,180316.58422565498
3913,207875.87902493193
5221,205775.4277069201
14965,85642.75625287037
862,184118.3162728495
13907,146656.38126061304
5418,191389.17119124447
2045,196423.4376148683
13321,186181.64236368798
2762,270932.2921417893
13888,163289.99113364465
14962,143193.20780340827
13305,372915.0352173649
8487,259559.29941606644
7146,166513.58476865498
1134,176705.26981346752
15092,331167.3183711108
13760,250278.02894679122
11958,439716.5822660703
3177,175199.7645765104
11350,214825.8111839062
1524,103970.59333255397
5527,225591.8935454992
2872,187382.02669000902
8602,345667.12479959487
3067,332130.8690604815
10435,217293.39187413326
11222,213657.2199644485
8700,140885.7132430508
10961,238538.37994102508
14305,192617.9432142453
8362,284501.7281332868
4979,154311.908549205
7180,335384.47761671763
5763,109713.55719112194
2192,163472.4839762629
13581,179445.55760678276
10720,141674.23278345843
1358,245512.09912324938
13366,326415.14605467307
13539,373959.7609484505
12849,212182.0713429156
6794,176759.61609378888
525,510177.41262790276
12223,379626.5499934685
16271,127922.07417899165
5818,135008.9227001574
16588,275923.25951800786
8981,121329.85873185236
16476,129675.3890672843
14663,178853.645555529
3,146765.10837273538
6615,136187.85726734065
12215,277809.3447192429
304,258224.1097436489
13634,253070.8536276631
9208,195358.5003612253
2175,166654.40750109515
250,210822.16545710136
6045,196475.72290896848
10516,161311.67838840547
1852,455830.9216324648
1573,189938.13553812806
15079,163802.02865327176
5500,181785.5754051559
15775,156972.09427432614
3198,171612.38419691336
6718,197075.7827124349
4149,158600.32420501005
9627,248205.43774277277
7595,289261.00483651215
4538,189824.68118513416
3555,221457.6350856048
10483,377547.74615415925
8834,174164.1008132111
16412,185095.01786175906
6449,154717.93625509265
2767,194788.9311417309
11498,178363.0036696709
16472,152552.240105583
178,291810.5315896277
10948,185263.3740662315
13313,345975.2013272943
8065,130015.55903003398
102,155840.57189096004
14428,159089.0002997721
11973,138907.38384848024
6663,179456.50466151963
15989,147126.6942770392
10955,473457.0689173855
11772,149027.9634439263
11364,236713.54659892287
7082,168705.40758208872
7749,377716.5261329621
6428,131747.04700119616
6869,106098.68521381616
295,178585.35763777368
12266,277808.8419891789
11129,245519.8207591378
826,284231.3819493716
3262,235229.44918674388
15641,274621.5526424663
1662,506736.42590447963
10926,219475.2379102509
10232,253423.2345026585
6376,184166.00840243616
7817,183657.85143591207
354,202888.38702010093
10076,191150.46050235812
11379,316609.2820041132
10184,123385.01101439202
4696,351505.8988692404
13562,504890.2764429166
5436,188975.0376258252
13196,104876.45591795536
14939,264917.6985193545
14004,229585.06490862183
5916,181373.90585981173
7229,183300.68259672195
9143,151900.3195323983
3440,196287.05916846832
319,174604.28966730536
11683,238343.51719495148
12647,226584.59487423126
12788,153994.24788672503
13662,235630.61948171296
423,302448.1058176982
5222,205506.8120368135
9242,181167.5117283994
2641,190807.0980876699
4855,144484.7794946738
5360,169972.46337074664
9799,129959.5396071983
5526,251145.2414174192
10309,165115.48327810108
2144,348406.6588039995
7191,195667.81852704432
6732,161092.4793644694
14789,156570.49468419925
13525,154072.56174356118
4066,380231.9803487272
16422,211805.80263891668
14890,199901.1875556211
2922,237676.3262097068
3601,124761.8929823775
13416,112115.59486944068
14363,199440.6393669058
9496,269995.5074482229
7115,341625.48231798835
8615,152928.5607482364
5218,81195.47342044317
9493,209729.55117828594
10623,185465.60425682736
2272,121794.79407896755
3352,281488.8091864208
84,184128.89819861107
8086,122790.55819859222
2595,169069.23210392724
3531,151557.32956844475
7460,305580.57668672653
9214,287723.5442950101
2790,239948.09439799504
10548,235848.89928247783
9218,185353.31493277152
7435,178939.93336102262
15780,184706.17968403603
7640,210415.28383892679
6223,211851.00064346875
3425,112382.71544662045
10582,147568.07991870615
702,237457.26670454812
2111,174558.94624629116
11730,184094.8254083306
9865,246958.86275888377
16478,300888.6330673981
1885,222383.27723920584
3956,340942.930065832
16735,111548.44271629065
15264,208095.8269133477
15971,140896.42160909963
5584,207415.41943914155
15242,175838.45308874955
14358,172552.869570749
11300,207695.66437000697
5446,185365.99090010338
3934,179722.53709929623
6610,175282.5910531738
10164,271104.66705215356
4646,192424.20825879916
13304,200152.24887879888
1985,218496.94444575522
4746,140327.57137929994
7963,204760.64928123925
14083,280764.03216787503
13140,287719.27553870506
15023,258396.58511288822
13093,226989.27351601823
7160,165926.25867012198
7407,179826.66068054066
16056,183533.0338801209
751,469606.65191373345
6179,91930.0608130563
9137,266062.0662785985
10992,261050.27417100198
5744,337567.51234726846
10884,176524.265829221
12858,276479.95830189734
13005,302195.92633743305
16714,190865.38084821217
1419,237929.7914012909
6064,172294.75077598912
3771,200379.11923674739
5945,415700.8159780366
8453,67055.72553944746
3806,158998.77843480054
16748,250961.89865612733
11380,235557.49805304568
3107,191579.93922640866
12003,204555.4182399603
14567,276053.9651303716
1079,202907.27113511565
11705,150401.60647457736
7814,175848.70326187398
10174,160802.94657792832
5514,240542.8324732388
5265,259043.77148427838
10520,412869.1270429688
13195,212064.06764281404
14601,387314.4597815121
6012,160653.80660660056
13079,184994.07546827968
9009,125792.23592826552
3122,188967.44613326874
5470,241637.34281059515
4840,162073.80898688515
6270,264908.7328549087
9158,95489.98676944152
10120,115252.51330259448
10672,302102.7518075173
4573,154323.08383560617
12118,303605.97848276154
7447,123960.3285555793
2171,218755.54130642553
6126,386510.4452534502
2836,172683.2714491625
1457,260337.05238816288
11165,229509.37058635295
5923,195178.05557676413
1813,231998.89239763113
3492,252167.69554001823
1917,218931.18576150466
965,345321.05107667466
15795,152683.88236670915
821,209001.3985910722
4568,200536.8519120195
9078,238088.9094594678
11371,125558.8689020934
5149,183796.6454854791
281,196193.3852542268
1918,260220.09484665326
776,130628.02786512293
210,203827.59795614087
10782,179748.58192251844
9653,186689.0786310305
9372,159142.5370197046
5868,193920.04005162427
6176,138821.0569525945
3969,112946.78320556864
7427,148172.45753120707
8544,523997.5440844995
5219,244886.08001418776
16488,137549.1021721815
5855,249633.5402904165
15920,119058.12554707384
4393,455412.8558969455
5770,170940.41786622652
2900,151536.90188865215
8622,88197.73161584178
11610,272981.1721141959
10969,121757.60238864526
11029,104632.61960983278
6193,261889.88682146
14087,456787.5839584407
13623,164763.64811160372
16689,164332.7883188786
1027,195369.8905420154
949,154255.80415907837
672,96565.82095332399
13832,140688.94017585096
2471,205247.51327332505
8728,281460.8078499078
7742,237200.2148416883
2698,227433.20607714372
9084,169462.17727039967
6075,315058.11406212696
2874,161312.7824019593
13119,139375.01238310442
5010,224313.930011416
1284,158962.88636583812
1151,169196.65097307798
5110,370310.0027178181
11386,133988.91592223395
8019,231260.36825770355
2859,130478.8785982611
16110,180886.05250916994
16027,275472.853238408
14902,182380.34427522152
14301,198928.41756047055
2451,201677.69839451046
13596,133156.458949508
1464,143981.80157805956
7927,404657.03139874636
9638,194227.8801953113
8009,350257.8223776797
11903,155936.04544480992
9243,113251.62202637005
547,188658.2521564069
5511,126861.4199242939
11247,186774.83275362468
15928,377660.8571217565
3434,218395.2455214962
7614,119490.9905939884
1380,204836.03385589144
2770,136457.24370260094
111,181515.65651622426
5994,141109.91720949864
12341,208744.21567735227
2787,270234.15426428075
14410,284482.0092392725
15983,129230.04897834951
14876,182290.8317308401
653,160694.53944051889
2174,296433.8436481527
2575,322647.94165129744
7976,156808.10678148255
5812,320263.31819559325
13589,275934.7111257458
9122,135733.63442454117
8159,450539.0196348126
8754,272586.2455441403
9321,233440.47993682383
13535,177076.95572139043
2083,168163.2951704637
2689,355588.8565424298
2248,234647.0478771583
11649,153521.9627980974
11045,423470.88642462937
1276,83540.99289523793
5962,146335.81466144932
13012,170956.09364673504
4642,176055.93446991927
179,171308.8217993454
15347,448027.4745925785
3339,156023.4531298643
